,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
2626,5850-1,2015-04-10,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,"Alto Six-Outlet Power Strip, 4 Cord Length",Furniture,Small Pack,Regular Air,2015-04-11,3.53,8.62,5.09,17,431.0,0.01,30.17,400.83,4.5,405.33
2627,5850-1,2015-04-10,Eelia Bern,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,"Alto Six-Outlet Power Strip, 4 Cord Length",Furniture,Small Pack,Regular Air,2015-04-13,3.53,8.62,5.09,27,431.0,0.07,30.17,400.83,4.5,405.33
2628,5851-1,2014-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2014-09-17,6.39,19.98,13.59,29,699.3,0.03,51.98,629.37,4.0,633.37
2629,5851-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-04-12,6.39,19.98,13.59,15,699.3,0.03,69.93,629.37,4.0,633.37
2630,5851-1,2015-04-18,Aumen Metsoner,"18 Whistler St,Sydney",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan Hanging File Binders,Office Supplies,Small Pack,Regular Air,2015-04-19,3.65,5.98,2.33,27,165.9,0.03,1.66,164.24,1.49,171.22
2631,5851-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Medium,Artisan Hanging File Binders,Technology,Jumbo Drum,Delivery Truck,2015-04-19,3.65,5.98,2.33,39,165.9,0.08,1.66,164.24,1.49,171.22
2632,5851-1,2015-04-28,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Pack,Regular Air,2015-04-30,4.53,7.3,2.77,27,165.9,0.03,1.66,165.24,7.72,171.22
2633,5851-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Consumer,Aanya Zhang,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Pack,Regular Air,2015-04-12,6.39,19.98,13.59,24,699.3,0.1,69.93,629.37,4.0,633.37
2634,5851-1,2015-11-28,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2015-12-01,3.65,5.98,2.33,45,121.02,0.01,33.15,159.19,1.49,142.42
2635,5851-1,2015-01-14,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Medium,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-01-15,6.39,19.98,13.59,22,699.3,0.07,63.99,629.37,4.0,633.37
2636,5851-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2015-04-12,6.39,19.98,13.59,13,699.3,0.04,69.93,629.37,4.0,633.37
2637,5851-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2015-04-12,6.39,19.98,13.59,11,699.3,0.09,69.93,629.37,4.0,633.37
2638,5851-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-04-12,6.39,19.98,13.59,30,699.3,0.03,69.93,629.37,4.0,633.37
2639,5851-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Medium,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2015-04-12,6.39,19.98,13.59,3,699.3,0.01,69.93,629.37,4.0,633.37
2640,5851-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Medium,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2015-04-12,6.39,19.98,13.59,50,699.3,0.08,69.93,629.37,4.0,633.37
2641,5851-1,2015-04-10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,High,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-04-12,6.39,19.98,13.59,33,699.3,0.05,69.93,629.37,4.0,633.37
2642,5852-1,2014-01-08,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,2014-01-15,2.16,3.85,1.69,39,132.48,0.0,5.3,127.78,0.7,129.11
2643,5852-1,2015-02-04,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Medium,"DrawIt Colored Pencils, 48-Color Set",Furniture,Small Pack,Regular Air,2015-02-06,21.56,36.55,14.99,18,1242.7,0.04,38.28,1235.34,13.89,1241.43
2644,5852-1,2015-03-06,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015-03-07,1.59,2.61,1.02,11,15.04,0.09,0.36,14.21,0.5,15.24
2645,5852-1,2015-04-08,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Medium,Apex Elite Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015-04-09,3.42,8.34,4.92,8,150.54,0.07,1.31,147.04,2.64,139.33
2646,5852-1,2015-04-26,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Artisan Heavy-Duty EZD  Binder With Locking Rings,Technology,Medium Box,Regular Air,2015-04-28,3.52,5.58,2.06,3,145.6,0.1,14.56,132.36,2.99,146.13
2647,5852-1,2013-07-23,Mitch Webber,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,2013-07-25,2.16,3.85,1.69,37,13.66,0.04,0.13,13.33,0.7,14.45
2648,5854-1,2015-05-06,Michelle Lonsdale,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Low,Beekin 105-Key Black Keyboard,Technology,Medium Box,Express Air,2015-05-08,6.39,19.98,13.59,2,649.38,0.01,59.44,600.57,4.0,635.67
2649,5854-1,2015-04-11,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Not Specified,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2015-04-12,10.07,15.98,5.91,20,639.2,0.0,6.39,632.81,4.0,636.81
2650,5854-1,2015-06-05,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Yvette Biti,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2015-06-06,5.19,12.98,7.79,14,584.08,0.02,58.48,532.78,3.14,538.72
2651,5854-1,2015-04-10,Carl Ludwig,"1/41B Elizabeth Boy Rd,Elizabeth Bay",Sydney,NSW,Corporate,Charlie Bui,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2015-04-12,10.07,15.98,5.91,30,639.2,0.08,6.39,632.81,4.0,636.81
2652,5854-1,2015-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-04-11,8.31,15.98,7.67,47,639.2,0.1,6.39,632.81,6.5,636.81
2653,5855-1,2015-12-21,Roger Demir,"2/86 Enmore Rd,Enmore",Sydney,NSW,Small Business,Samantha Chairs,Low,Artisan Hanging File Binders,Technology,Small Box,Regular Air,2015-12-22,3.65,5.98,2.33,19,132.14,0.08,5.63,127.45,1.49,122.46
2654,5855-1,2013-08-15,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Critical,Apex Pright Scissors,Office Supplies,Small Box,Regular Air,2013-08-16,5.19,12.98,7.79,6,229.4,0.03,2.47,227.51,3.14,230.34
2655,5857-1,2013-10-28,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Connor Betts,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Express Air,2013-10-29,13.88,22.38,8.5,24,390.56,0.06,0.0,398.36,15.1,300.03
2656,5857-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2015-04-19,4.19,10.23,6.04,2,165.9,0.03,1.66,164.24,4.68,171.22
2657,5857-1,2014-06-25,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,2014-06-28,3.37,5.53,2.16,9,155.0,0.08,1.52,143.62,6.98,144.02
2658,5857-1,2015-06-02,Tracy Envelons,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Smiths Pushpins,Office Supplies,Small Box,Regular Air,2015-06-04,0.94,1.88,0.94,7,54.76,0.04,2.18,52.56,0.79,53.09
2659,5858-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015-04-19,3.65,5.98,2.33,47,165.9,0.05,1.66,164.24,1.49,171.22
2660,5859-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan Durable Binders,Technology,Jumbo Drum,Delivery Truck,2015-04-19,1.84,2.88,1.04,42,149.31,0.0,5.97,143.34,1.49,150.32
2661,5859-1,2013-10-01,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013-10-02,3.65,5.98,2.33,30,232.0,0.03,0.0,247.3,1.49,247.3
2662,5859-1,2015-04-18,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Durable Poly Binders,Office Supplies,Small Pack,Regular Air,2015-04-19,3.37,5.53,2.16,17,149.31,0.03,5.97,143.34,6.98,150.32
2663,5859-1,2014-01-07,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Durable Binders,Office Supplies,Small Box,Regular Air,2014-01-09,1.84,2.88,1.04,23,149.31,0.02,4.97,143.34,1.49,150.32
2664,5859-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2015-04-19,3.65,5.98,2.33,37,149.31,0.03,5.97,143.84,1.49,152.59
2665,5859-1,2015-12-28,Yary McGarr,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Connor Betts,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2015-12-29,8.92,29.74,20.82,7,629.7,0.1,18.89,620.91,6.64,635.61
2666,5859-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,2015-04-19,3.37,5.53,2.16,8,149.31,0.04,5.97,143.34,6.98,150.32
2667,5859-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Artisan Durable Poly Binders,Office Supplies,Small Box,Express Air,2013-03-20,3.37,5.53,2.16,50,137.24,0.07,9.68,128.64,6.98,129.41
2668,5861-1,2015-04-18,Philip Brown,"38/133-145 Castlereay Street,Carlton North",Sydney,NSW,Consumer,Natasha Song,High,Binder Posts,Office Supplies,Small Box,Regular Air,2015-04-19,3.5,5.74,2.24,4,132.02,0.04,7.92,124.1,5.01,129.11
2669,5861-1,2015-11-28,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,2015-11-30,1.76,3.38,1.62,14,156.75,0.1,10.69,141.98,0.85,147.29
2670,5861-1,2013-05-05,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-05-10,1.6,2.62,1.02,30,59.32,0.09,5.95,59.69,0.8,50.47
2671,5862-1,2017-02-01,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2017-02-04,3.65,5.98,2.33,24,467.28,0.04,43.07,452.01,1.49,446.31
2672,5862-1,2014-01-24,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Low,DrawIt Colored Pencils,Technology,Jumbo Drum,Delivery Truck,2014-01-25,4.37,9.11,4.74,47,39.92,0.02,0.2,39.96,2.25,41.64
2673,5863-1,2013-06-10,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013-06-12,6.39,19.98,13.59,12,65.96,0.07,10.18,61.96,4.0,69.51
2674,5863-1,2015-04-19,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Express Air,2015-04-19,6.39,19.98,13.59,20,119.88,0.09,9.59,110.29,4.0,114.29
2675,5863-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,300 Series Non-Flip,Furniture,Large Box,Regular Air,2015-05-21,62.4,155.99,93.59,20,4564.0,0.05,333.76,4391.25,8.08,4201.44
2676,5864-1,2015-01-22,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Critical,"Artisan Flip-Chart Easel Binder, Black",Technology,Medium Box,Regular Air,2015-01-23,13.88,22.38,8.5,8,699.3,0.09,56.93,632.87,15.1,636.81
2677,5865-1,2015-04-19,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2015-04-19,5.19,12.98,7.79,3,119.88,0.1,9.59,110.29,3.14,114.29
2678,5865-1,2015-03-30,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,2015-04-01,8.92,29.74,20.82,25,879.08,0.07,71.4,827.58,6.64,830.27
2679,5865-1,2015-09-12,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Artisan Hole Reinforcements,Technology,Small Box,Regular Air,2015-09-13,3.99,6.23,2.24,30,70.08,0.08,1.4,68.68,6.97,69.51
2680,5865-1,2015-04-20,Art Ferguson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Medium,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2015-04-22,4.48,8.14,3.66,16,70.08,0.04,1.4,68.68,3.12,69.51
2681,5865-1,2015-07-05,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2015-07-07,8.82,20.99,12.17,39,1028.51,0.03,61.71,966.8,4.81,971.62
2682,5865-1,2013-08-06,Max Jonel,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2013-08-09,3.52,5.68,2.16,6,75.6,0.02,7.7,64.98,1.39,69.51
2683,5865-1,2015-07-05,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Pack,Regular Air,2015-07-07,8.82,20.99,12.17,26,1028.51,0.06,61.71,966.8,4.81,971.65
2684,5867-1,2013-08-10,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Furniture,Small Pack,Express Air,2013-08-12,4.48,8.14,3.66,8,47.97,0.1,2.4,45.27,3.12,48.27
2685,5868-1,2015-04-24,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2015-04-24,4.48,8.14,3.66,10,104.78,0.01,4.19,100.59,3.12,101.44
2686,5869-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Not Specified,Binder Posts,Technology,Small Box,Regular Air,2014-12-29,3.5,5.74,2.24,26,16.0,0.05,0.95,14.11,5.01,14.7
2687,5869-1,2013-05-14,Frank Carlisle,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2013-05-16,1.18,1.88,0.7,41,52.72,0.02,2.05,49.61,1.49,50.99
2688,5869-1,2015-03-25,Ed Braxton,"181 High Street,Windsor",Sydney,NSW,Home Office,Natasha Song,High,Binder Posts,Office Supplies,Small Box,Regular Air,2015-03-27,3.5,5.74,2.24,40,44.1,0.04,4.41,39.69,5.01,40.39
2689,5869-2,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Not Specified,DrawIt Pizazz Watercolor Pencil Set,Technology,Small Box,Regular Air,2015-04-27,11.11,19.84,8.73,34,34.08,0.0,3.41,30.67,4.1,31.87
2690,5869-2,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Small Box,Regular Air,2015-04-26,2.39,4.26,1.87,13,34.08,0.05,3.41,30.67,1.2,31.87
2691,5869-2,2015-07-18,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Low,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,2015-06-18,2.39,4.26,1.87,9,34.08,0.04,1.75,30.67,1.2,31.87
2692,5870-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015-04-26,278.99,449.99,171.0,34,899.98,0.03,72.0,827.98,49.0,852.47
2693,5870-1,2014-11-26,Maurice Satty,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Critical,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Pack,Express Air,2014-11-28,1.31,2.84,1.53,49,92.02,0.07,6.34,82.11,0.93,83.78
2694,5870-1,2015-05-14,Xylona Price,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Consumer,Phoebe Gour,Medium,Alto 3-Hole Punch,Technology,Small Box,Regular Air,2015-05-14,2.76,4.38,1.62,32,43.68,0.01,2.69,40.51,6.21,45.73
2695,5870-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Lumi Crayons,Technology,Small Box,Express Air,2015-04-27,5.22,9.85,4.63,42,839.94,0.02,32.19,874.47,4.82,877.47
2696,5870-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-04-26,278.99,449.99,171.0,28,899.98,0.08,72.0,827.98,49.0,852.47
2697,5870-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-04-26,278.99,449.99,171.0,50,899.98,0.1,72.0,827.98,49.0,852.47
2698,5871-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2014-02-21,3.65,5.98,2.33,28,140.65,0.06,1.51,148.37,1.49,151.39
2699,5871-1,2015-06-24,Fren Wabre,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,High,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,2015-06-24,3.37,5.53,2.16,33,53.75,0.06,2.28,22.3,6.98,23.75
2700,5871-1,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2015-01-21,5.19,12.98,7.79,44,187.22,0.03,13.11,184.11,3.14,172.43
2701,5872-1,2015-03-16,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,"Artisan Flip-Chart Easel Binder, Black",Furniture,Large Box,Regular Air,2015-03-16,13.88,22.38,8.5,14,134.28,0.0,0.0,134.28,15.1,149.38
2702,5873-1,2014-01-15,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,2014-01-17,2.25,3.69,1.44,24,460.69,0.1,14.52,424.71,2.5,435.79
2703,5875-1,2014-02-12,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2014-02-13,2.5,5.68,3.18,39,2249.95,0.07,45.0,2204.95,3.6,222.94
2704,5876-1,2015-05-26,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-05-27,2.98,5.84,2.86,32,20.98,0.03,0.85,20.81,0.83,23.75
2705,5876-1,2014-10-08,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Express Air,2014-10-10,0.24,1.26,1.02,3,46.2,0.0,1.62,43.59,0.7,45.99
2706,5876-1,2015-07-27,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Hing File Binders,Office Supplies,Wrap Bag,Regular Air,2015-07-31,3.65,5.98,2.33,36,43.88,0.0,2.79,40.01,1.49,42.73
2707,5877-1,2013-08-09,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2013-08-16,1.59,2.61,1.02,49,83.52,0.1,3.21,81.01,0.5,82.0
2708,5877-1,2015-01-17,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,Stevie Bacata,Critical,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2015-01-18,3.48,5.43,1.95,36,53.75,0.01,2.69,51.08,0.95,52.52
2709,5877-1,2014-11-02,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Pack,Regular Air,2014-11-04,3.52,5.68,2.16,46,47.2,0.04,1.85,44.95,1.39,45.92
2710,5877-1,2015-06-28,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Critical,Smiths Bulldog Clip,Technology,Small Box,Regular Air,2015-06-30,2.31,3.78,1.47,50,28.55,0.09,2.48,26.66,0.71,27.56
2711,5877-1,2015-04-23,Deborah Brumfield,"402 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015-04-23,1.59,2.61,1.02,24,83.52,0.04,2.51,81.11,0.5,82.0
2712,5879-1,2015-05-18,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2015-05-25,4.19,10.23,6.04,44,434.38,0.01,38.47,420.04,4.68,414.38
2713,5879-1,2015-07-26,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,High,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,2015-07-27,2.45,3.89,1.44,32,16.7,0.09,1.46,16.58,7.01,16.75
2714,5879-1,2015-04-23,Deborah Brumfield,"124 Barrel St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Critical,Artisan Poly Binder Pockets,Technology,Small Box,Regular Air,2015-04-23,2.26,3.58,1.32,8,25.06,0.05,2.26,22.8,5.47,28.27
2715,5881-1,2015-05-01,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2015-05-02,2.26,3.58,1.32,46,245.68,0.04,23.27,233.01,5.47,231.53
2716,5881-1,2015-04-28,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Express Air,2015-05-01,3.52,5.68,2.16,12,255.32,0.07,14.39,239.23,1.39,224.43
2717,5881-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2015-05-13,4.19,10.23,6.04,2,23.92,0.07,1.67,22.25,4.68,23.74
2718,5881-1,2013-08-22,Bradley Drucker,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Smiths File Caddy,Office Supplies,Small Box,Regular Air,2013-08-24,4.03,9.38,5.35,43,283.72,0.08,29.59,260.25,7.28,273.53
2719,5881-1,2015-05-01,Chad McGuire,"73 MacLeay St,Potts Point",Sydney,NSW,Home Office,Natasha Song,Medium,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2015-05-02,10.07,15.98,5.91,19,480.58,0.09,23.53,444.05,4.0,441.34
